emp_no,first_name,last_name,title,from_date,to_date
229192,Erzsebet,Malabarba,Engineer,12/31/1992,12/31/2000
229192,Erzsebet,Malabarba,Senior Engineer,12/31/2000,1/1/9999
229194,Kersti,Lorin,Senior Staff,2/21/1998,1/1/9999
229194,Kersti,Lorin,Staff,2/21/1989,2/21/1998
229196,Shin,Gewali,Senior Staff,5/14/1996,1/1/9999
229196,Shin,Gewali,Staff,5/15/1987,5/14/1996
229199,Abdelwaheb,Farrow,Engineer,7/3/1996,7/3/2001
229199,Abdelwaheb,Farrow,Senior Engineer,7/3/2001,11/2/2001
229201,Rosine,Crelier,Engineer,8/18/1994,1/1/9999
229208,Patricio,Christianini,Senior Staff,5/5/1987,1/1/9999
229212,Xiping,Schlegelmilch,Engineer,4/24/1999,1/1/9999
229214,Raimond,Radivojevic,Engineer,7/6/1987,7/5/1993
229214,Raimond,Radivojevic,Senior Engineer,7/5/1993,11/3/2000
229216,Becky,Muniz,Senior Staff,12/30/1994,1/1/9999
229221,Arvind,Viele,Technique Leader,2/17/1993,1/1/9999
229224,Richard,Yavatkar,Engineer,3/9/1994,3/9/2002
229224,Richard,Yavatkar,Senior Engineer,3/9/2002,1/1/9999
229225,Clyde,McClure,Senior Engineer,6/3/1997,1/1/9999
229228,Chanjung,Vuskovic,Engineer,2/24/1989,2/24/1995
229228,Chanjung,Vuskovic,Senior Engineer,2/24/1995,1/1/9999
229231,Oscar,Toyoshima,Senior Engineer,5/4/1999,1/1/9999
229232,Leandro,Farrow,Staff,9/30/1993,1/1/9999
229240,Sachar,Kugler,Senior Engineer,12/21/1988,1/1/9999
229242,Pasqua,Hammerschmidt,Staff,3/19/1997,9/8/2000
229249,Debatosh,Sgarro,Engineer,7/15/1992,7/16/1999
229249,Debatosh,Sgarro,Senior Engineer,7/16/1999,1/1/9999
229255,George,Nannarelli,Engineer,5/29/1991,5/29/1998
229255,George,Nannarelli,Senior Engineer,5/29/1998,1/1/9999
229256,Surveyors,Luan,Assistant Engineer,9/17/1998,7/7/2001
229259,Georgi,Narahari,Engineer,7/23/1985,7/23/1991
229259,Georgi,Narahari,Senior Engineer,7/23/1991,1/1/9999
229266,Cathie,Munck,Engineer,1/25/1994,1/25/2000
229266,Cathie,Munck,Senior Engineer,1/25/2000,1/1/9999
229267,Marit,Kaelbling,Staff,1/24/2000,1/1/9999
229269,Jianhao,Portugali,Senior Engineer,6/23/1988,8/13/2000
229271,Kiyokazu,Schapiro,Senior Staff,9/7/1995,1/1/9999
229271,Kiyokazu,Schapiro,Staff,9/7/1986,9/7/1995
229272,Mayuri,Kambil,Senior Staff,10/17/1997,1/1/9999
229272,Mayuri,Kambil,Staff,10/17/1990,10/17/1997
229276,Jiann,Gihr,Staff,2/2/1998,1/1/9999
229281,Hitomi,Solovay,Engineer,1/26/1988,1/26/1996
229281,Hitomi,Solovay,Senior Engineer,1/26/1996,1/1/9999
229282,Alois,Massonet,Engineer,3/22/1989,3/22/1994
229282,Alois,Massonet,Senior Engineer,3/22/1994,1/1/9999
229284,Kensei,Kohling,Staff,6/16/1987,4/13/1996
229289,Vishv,Pell,Engineer,10/26/1998,1/1/9999
229291,Kristof,Hambrick,Engineer,7/13/1998,1/1/9999
229292,Leah,Baby,Engineer,8/31/1987,8/30/1993
229292,Leah,Baby,Senior Engineer,8/30/1993,4/30/1997
229299,Giao,Matzat,Staff,5/12/1992,8/20/1993
229302,Bluma,Baba,Senior Staff,2/9/2000,1/1/9999
229302,Bluma,Baba,Staff,2/8/1993,2/9/2000
229307,Padma,Peroz,Engineer,2/10/1985,2/10/1994
229307,Padma,Peroz,Senior Engineer,2/10/1994,1/1/9999
229316,Eldridge,Coney,Senior Staff,12/18/1998,1/1/9999
229316,Eldridge,Coney,Staff,12/18/1991,12/18/1998
229317,Fumiya,Wegerle,Engineer,6/5/1985,6/5/1991
229317,Fumiya,Wegerle,Senior Engineer,6/5/1991,1/1/9999
229319,Anwar,Halevi,Engineer,8/15/1996,1/1/9999
229327,Tsuneo,Baaleh,Senior Staff,5/8/1998,1/1/9999
229327,Tsuneo,Baaleh,Staff,5/8/1992,5/8/1998
229331,Moty,Kohling,Engineer,9/30/1993,1/1/9999
229333,Constantijn,Brattka,Engineer,12/29/1991,12/29/1998
229333,Constantijn,Brattka,Senior Engineer,12/29/1998,1/1/9999
229335,Hilary,Chinin,Engineer,10/23/1987,10/23/1995
229335,Hilary,Chinin,Senior Engineer,10/23/1995,1/1/9999
229340,Gor,Gadepally,Senior Engineer,1/7/1986,1/1/9999
229347,Sedat,Hiltgen,Engineer,4/29/1999,1/1/9999
229358,Sungwon,Schwaller,Senior Staff,11/6/2000,1/1/9999
229358,Sungwon,Schwaller,Staff,11/6/1992,11/6/2000
229367,Oscar,Katzenelson,Senior Staff,3/14/1991,1/1/9999
229367,Oscar,Katzenelson,Staff,3/14/1986,3/14/1991
229368,Chuanti,Marrevee,Senior Staff,2/1/1999,1/1/9999
229368,Chuanti,Marrevee,Staff,2/1/1992,2/1/1999
229370,Mabry,Schwabacher,Technique Leader,11/19/1987,3/24/2000
229373,Ute,Tagansky,Staff,1/4/1999,1/1/9999
229377,Herb,Slutz,Engineer,4/19/1988,4/19/1996
229377,Herb,Slutz,Senior Engineer,4/19/1996,1/1/9999
229381,Collette,Colorni,Senior Staff,10/15/2001,1/1/9999
229381,Collette,Colorni,Staff,10/15/1994,10/15/2001
229384,Lidong,Strandh,Staff,3/28/1999,6/20/1999
229385,Kwangjo,Guardalben,Staff,1/17/1995,1/1/9999
229388,Georgi,Silva,Senior Engineer,11/29/1988,8/10/2001
229390,Leni,Horswill,Assistant Engineer,9/10/1998,1/1/9999
229392,Sangeeta,Sundgren,Technique Leader,4/28/1988,4/17/1996
229395,Insup,Levergood,Engineer,5/31/1993,5/31/1998
229395,Insup,Levergood,Senior Engineer,5/31/1998,1/1/9999
229397,Kazuhiko,Serre,Senior Engineer,2/14/1988,2/26/1990
229398,Lubomir,Belinskaya,Engineer,8/20/1992,8/20/2000
229398,Lubomir,Belinskaya,Senior Engineer,8/20/2000,1/1/9999
229401,Garnet,Takanami,Engineer,3/4/1999,1/1/9999
229402,Chenxi,Stassinopoulos,Senior Engineer,4/22/1999,1/1/9999
229405,Ennio,Remmers,Senior Engineer,5/14/1996,1/1/9999
229407,Masami,Rajala,Senior Engineer,3/22/1993,9/11/1997
229410,Kokou,Stassinopoulos,Technique Leader,8/16/1997,1/1/9999
229413,Aemilian,Lorcy,Senior Engineer,2/5/1992,1/1/9999
229415,Abdelghani,Ibel,Engineer,3/3/1987,3/2/1992
229415,Abdelghani,Ibel,Senior Engineer,3/2/1992,1/1/9999
229418,Uri,Sanella,Senior Engineer,5/2/1985,1/1/9999
229420,Takahito,Stentiford,Senior Staff,12/5/1996,1/1/9999
229420,Takahito,Stentiford,Staff,12/6/1991,12/5/1996
229421,Kazuhisa,Navazio,Senior Engineer,6/1/1991,1/1/9999
229422,Ashish,Lalonde,Engineer,3/16/1996,10/30/1999
229423,Stafford,Murtafg,Senior Staff,5/7/1991,1/1/9999
229423,Stafford,Murtafg,Staff,5/7/1985,5/7/1991
229430,Marko,Bridgland,Senior Staff,5/25/2002,1/1/9999
229430,Marko,Bridgland,Staff,5/25/1995,5/25/2002
229435,Arnd,Kading,Engineer,7/2/1988,7/2/1994
229435,Arnd,Kading,Senior Engineer,7/2/1994,1/1/9999
229439,Yucel,Luders,Engineer,9/23/1990,9/23/1997
229439,Yucel,Luders,Senior Engineer,9/23/1997,1/1/9999
229442,Hatim,Matteis,Engineer,4/19/1996,1/1/9999
229443,Mohammad,Hedayat,Senior Engineer,12/23/1995,1/1/9999
229444,Zeljko,Rijsenbrij,Senior Staff,1/25/1993,1/1/9999
229444,Zeljko,Rijsenbrij,Staff,1/26/1988,1/25/1993
229446,Kazuhiko,Gadepally,Engineer,11/15/1988,11/15/1996
229446,Kazuhiko,Gadepally,Senior Engineer,11/15/1996,1/1/9999
229448,Dipankar,Chachaty,Engineer,5/8/1997,3/28/1998
229449,Poornachandra,Valtorta,Engineer,10/19/1997,1/1/9999
229450,Debatosh,Tramer,Technique Leader,6/1/1987,1/1/9999
229454,Trygve,Tchuente,Staff,11/15/1998,1/1/9999
229455,Uzi,Nanard,Senior Staff,11/12/1990,1/1/9999
229460,Naraig,Landherr,Senior Staff,12/11/1999,1/1/9999
229460,Naraig,Landherr,Staff,12/11/1991,12/11/1999
229461,Berto,Raczkowsky,Senior Staff,6/2/2002,1/1/9999
229461,Berto,Raczkowsky,Staff,6/2/1996,6/2/2002
229466,Monique,Schaft,Engineer,7/18/1994,7/18/2001
229466,Monique,Schaft,Senior Engineer,7/18/2001,1/1/9999
229469,Rosalie,Terkki,Engineer,11/29/1987,11/29/1995
229469,Rosalie,Terkki,Senior Engineer,11/29/1995,1/1/9999
229470,Teunis,Bala,Senior Staff,8/27/1988,1/1/9999
229476,Gregory,Perin,Staff,11/29/1997,3/5/1998
229477,Barry,Kusakari,Senior Staff,2/19/1994,1/1/9999
229477,Barry,Kusakari,Staff,2/19/1987,2/19/1994
229480,Franziska,Passafiume,Engineer,10/12/1994,1/1/9999
229481,Shimshon,Conti,Senior Staff,4/13/1991,1/1/9999
229481,Shimshon,Conti,Staff,4/13/1985,4/13/1991
229483,Hauke,Zucker,Staff,2/20/1995,1/1/9999
229487,Siamak,Keirsey,Engineer,12/21/1988,12/21/1997
229487,Siamak,Keirsey,Senior Engineer,12/21/1997,1/1/9999
229488,Xinglin,Pintelas,Senior Staff,10/3/1992,12/9/2000
229488,Xinglin,Pintelas,Staff,10/3/1985,10/3/1992
229497,Dekang,Bach,Staff,8/16/1996,1/1/9999
229498,Jagoda,Molberg,Engineer,1/2/1987,7/19/1987
229500,Sreenivas,Gargeya,Senior Engineer,9/10/1999,1/1/9999
229504,Munir,Leaver,Engineer,5/27/1991,5/27/1998
229504,Munir,Leaver,Senior Engineer,5/27/1998,1/1/9999
229506,Shaibal,Schaap,Engineer,9/22/1995,12/25/2001
229511,Mooi,Crabtree,Engineer,10/3/1989,10/3/1995
229511,Mooi,Crabtree,Senior Engineer,10/3/1995,1/1/9999
229513,Trygve,Lienhardt,Technique Leader,10/15/1989,1/1/9999
229514,Huan,Morrey,Staff,1/17/1997,1/1/9999
229516,Susanta,Gischer,Engineer,9/13/1985,9/13/1994
229516,Susanta,Gischer,Senior Engineer,9/13/1994,1/1/9999
229526,Macha,Koprowski,Staff,8/23/1994,1/1/9999
229528,Valter,Antonakopoulos,Senior Engineer,12/17/1992,1/1/9999
229536,Marek,Parhami,Engineer,11/19/1997,1/1/9999
229539,Torsten,Kawashima,Senior Staff,4/28/1993,1/1/9999
229539,Torsten,Kawashima,Staff,4/28/1988,4/28/1993
229541,Maya,Rosenbaum,Senior Staff,8/23/1991,1/1/9999
229541,Maya,Rosenbaum,Staff,8/23/1985,8/23/1991
229544,Heon,Panangaden,Staff,2/3/1994,7/9/1999
229546,Larisa,Krohm,Assistant Engineer,5/8/1986,5/7/1992
229546,Larisa,Krohm,Engineer,5/7/1992,12/9/1992
229549,Ekawit,DasSarma,Engineer,12/13/1997,1/1/9999
229551,Zijian,Stille,Engineer,7/19/1994,7/30/1997
229552,Utpal,Shackel,Senior Staff,1/26/1995,1/1/9999
229552,Utpal,Shackel,Staff,1/26/1988,1/26/1995
229553,Shim,Schapire,Senior Engineer,6/8/1999,1/1/9999
229554,Goncalo,Assaf,Engineer,3/30/1999,10/8/2001
229557,Pintsang,Albarhamtoshy,Senior Staff,11/27/1996,1/17/2002
229557,Pintsang,Albarhamtoshy,Staff,11/28/1991,11/27/1996
229558,Mohamadou,Miculan,Engineer,10/16/1998,1/1/9999
229566,Bokyung,Gadepally,Senior Staff,12/29/1993,1/1/9999
229567,Theron,Syrzycki,Engineer,7/29/1985,7/29/1990
229567,Theron,Syrzycki,Senior Engineer,7/29/1990,7/24/1994
229569,Kannan,Merel,Engineer,12/14/1995,12/13/2001
229569,Kannan,Merel,Senior Engineer,12/13/2001,1/1/9999
229571,Masanao,Pappas,Engineer,7/14/1990,7/13/1996
229571,Masanao,Pappas,Senior Engineer,7/13/1996,1/1/9999
229575,Aamod,Seuren,Staff,6/6/1996,4/10/2001
229578,Bernt,Ariola,Senior Staff,7/15/1988,1/1/9999
229579,Reinhard,Aumann,Engineer,2/7/1988,2/7/1996
229579,Reinhard,Aumann,Senior Engineer,2/7/1996,1/1/9999
229587,Leucio,Zucker,Engineer,5/28/1986,5/28/1994
229587,Leucio,Zucker,Senior Engineer,5/28/1994,1/1/9999
229591,Gudjon,Basart,Senior Engineer,10/20/1998,1/1/9999
229595,Satyanarayana,Iivonen,Senior Engineer,12/4/1993,1/1/9999
229601,King,Speel,Engineer,1/4/1994,1/4/2002
229601,King,Speel,Senior Engineer,1/4/2002,1/1/9999
229612,Chuanti,Vidal,Senior Engineer,2/14/1988,1/1/9999
229620,Arun,Shackell,Senior Staff,2/7/1991,1/1/9999
229620,Arun,Shackell,Staff,2/7/1986,2/7/1991
229627,Samphel,Uehara,Senior Staff,4/16/2001,1/1/9999
229627,Samphel,Uehara,Staff,4/16/1996,4/16/2001
229634,Aiichiro,Verspoor,Senior Engineer,4/24/1993,1/1/9999
229635,Nakhoon,Giveon,Senior Engineer,9/8/1993,11/3/1995
229636,Sedat,Swen,Senior Staff,4/12/2002,1/1/9999
229636,Sedat,Swen,Staff,4/12/1993,4/12/2002
229639,Patricio,Renear,Engineer,6/1/1985,6/9/1992
229642,Sariel,Demos,Engineer,2/25/1996,1/1/9999
229649,DAIDA,Montresor,Engineer,5/29/1994,5/29/2002
229649,DAIDA,Montresor,Senior Engineer,5/29/2002,1/1/9999
229657,Vugranam,Magliocco,Senior Staff,8/4/1997,8/13/2000
229660,Divier,Hagimont,Engineer,10/8/1997,1/1/9999
229662,Rance,Calkin,Engineer,11/25/1997,4/16/1999
229664,Rafail,Nanard,Staff,6/12/1998,1/1/9999
229670,Mohammad,Kropatsch,Engineer,10/26/1991,10/25/1998
229670,Mohammad,Kropatsch,Senior Engineer,10/25/1998,1/1/9999
229673,Saniya,Tomescu,Senior Engineer,2/11/1985,8/30/1990
229674,Tran,Nergos,Engineer,9/14/1985,3/21/1991
229681,Peternela,Schrooten,Senior Engineer,6/4/1996,1/1/9999
229686,Leni,Piazza,Technique Leader,2/22/1986,1/1/9999
229694,Sanjoy,Ranta,Senior Staff,5/16/1999,1/22/2000
229695,Vincent,Rajaraman,Staff,4/13/1998,1/1/9999
229699,Udo,Keustermans,Staff,12/2/1994,11/10/2000
229701,Xinglin,Nollmann,Engineer,5/13/1985,5/13/1994
229701,Xinglin,Nollmann,Senior Engineer,5/13/1994,1/1/9999
229715,JoAnna,Cappello,Engineer,10/24/1986,10/24/1991
229715,JoAnna,Cappello,Senior Engineer,10/24/1991,7/16/2000
229717,Sivanarayana,Baig,Senior Staff,7/5/1993,1/1/9999
229717,Sivanarayana,Baig,Staff,7/5/1985,7/5/1993
229725,Valery,Fairtlough,Senior Staff,10/16/2000,1/1/9999
229725,Valery,Fairtlough,Staff,10/17/1994,10/16/2000
229740,Chrisa,Walston,Engineer,6/9/1987,6/8/1992
229740,Chrisa,Walston,Senior Engineer,6/8/1992,1/1/9999
229741,Bowen,Maccarone,Senior Engineer,5/18/1993,1/1/9999
229742,Aran,Lundstrom,Assistant Engineer,5/3/1988,5/3/1996
229742,Aran,Lundstrom,Engineer,5/3/1996,1/1/9999
229745,Mohd,Ventosa,Engineer,3/28/1993,3/28/1999
229745,Mohd,Ventosa,Senior Engineer,3/28/1999,1/1/9999
229750,Tommaso,Feldmann,Senior Engineer,9/12/1994,1/1/9999
229753,Niranjan,Iisaku,Senior Engineer,6/4/1989,12/17/1992
229754,TRUE,Casperson,Technique Leader,2/29/1996,1/1/9999
229755,Mori,Poupard,Senior Staff,6/17/1996,1/1/9999
229759,Akeel,Kusakari,Engineer,12/15/1995,12/14/2000
229759,Akeel,Kusakari,Senior Engineer,12/14/2000,1/1/9999
229761,Amalendu,Garnham,Senior Staff,12/23/1995,1/1/9999
229761,Amalendu,Garnham,Staff,12/22/1988,12/23/1995
229768,Nathalie,Stentiford,Assistant Engineer,1/6/1998,1/1/9999
229771,Mayumi,Buescher,Staff,11/23/1996,1/1/9999
229773,Paddy,Impagliazzo,Engineer,11/5/1991,11/5/1999
229773,Paddy,Impagliazzo,Senior Engineer,11/5/1999,1/1/9999
229775,Luisa,Serot,Senior Staff,4/4/1997,4/29/2000
229779,Mahmut,Kohling,Senior Staff,6/26/1987,1/1/9999
229784,Pranay,Sewelson,Senior Engineer,1/5/1988,6/23/1988
229789,Feipei,Baby,Senior Staff,7/23/1999,1/1/9999
229789,Feipei,Baby,Staff,7/22/1992,7/23/1999
229790,Akemi,Schieder,Engineer,11/20/1989,11/20/1997
229790,Akemi,Schieder,Senior Engineer,11/20/1997,1/1/9999
229792,Seshu,Kolinko,Staff,1/2/1997,1/1/9999
229798,Patricio,Soicher,Engineer,3/6/1990,3/6/1997
229798,Patricio,Soicher,Senior Engineer,3/6/1997,1/1/9999
229803,Sachem,Pettit,Senior Engineer,2/2/1992,1/1/9999
229810,Katsuo,Attimonelli,Engineer,11/9/1988,11/10/1995
229810,Katsuo,Attimonelli,Senior Engineer,11/10/1995,1/1/9999
229813,Huiqun,Birjandi,Senior Engineer,6/29/1989,1/1/9999
229815,Atreyi,Tsukune,Engineer,11/22/1987,11/21/1992
229815,Atreyi,Tsukune,Senior Engineer,11/21/1992,1/1/9999
229816,Phuoc,Debuse,Engineer,5/26/1998,1/25/2001
229818,Maik,Matheson,Assistant Engineer,9/10/1996,1/1/9999
229819,Zhenbing,Delgrande,Technique Leader,9/9/1988,1/1/9999
229822,Vidya,Basagni,Engineer,10/19/1986,10/19/1991
229822,Vidya,Basagni,Senior Engineer,10/19/1991,1/1/9999
229826,Oscal,Peternell,Senior Staff,5/26/2001,1/1/9999
229826,Oscal,Peternell,Staff,5/26/1993,5/26/2001
229832,Tonia,Ozeki,Senior Staff,12/18/1998,1/1/9999
229839,Bojan,Kermarrec,Engineer,10/11/1986,10/10/1992
229839,Bojan,Kermarrec,Senior Engineer,10/10/1992,1/1/9999
229846,Ibibia,Melton,Senior Engineer,6/10/1999,1/1/9999
229851,Debaprosad,Miake,Engineer,3/30/1993,3/30/1999
229851,Debaprosad,Miake,Senior Engineer,3/30/1999,1/1/9999
229853,Mantis,Atchley,Engineer,4/18/1990,4/18/1997
229853,Mantis,Atchley,Senior Engineer,4/18/1997,1/1/9999
229855,Chikara,Dechter,Engineer,10/23/1997,5/27/2001
229857,Constantino,Hoppenstand,Assistant Engineer,7/30/1999,1/5/2002
229858,Giri,Dulin,Senior Staff,5/24/1993,1/1/9999
229858,Giri,Dulin,Staff,5/25/1987,5/24/1993
229859,Sugwoo,Iisaku,Engineer,6/6/1993,6/6/1999
229859,Sugwoo,Iisaku,Senior Engineer,6/6/1999,1/1/9999
229860,Ingmar,Sewelson,Senior Staff,7/8/1996,1/1/9999
229860,Ingmar,Sewelson,Staff,7/8/1988,7/8/1996
229867,Jasminko,Merkl,Senior Engineer,12/19/1988,1/1/9999
229872,Bojan,Fujisawa,Engineer,7/18/1990,7/18/1999
229872,Bojan,Fujisawa,Senior Engineer,7/18/1999,1/1/9999
229873,Bartek,Hanabata,Engineer,11/11/1993,2/13/1998
229875,Indrajit,Staelin,Senior Staff,1/18/2000,1/1/9999
229875,Indrajit,Staelin,Staff,1/18/1991,1/18/2000
229878,Guangming,Asser,Senior Staff,5/29/1992,1/1/9999
229878,Guangming,Asser,Staff,5/30/1987,5/29/1992
229882,Quingbo,Busillo,Staff,9/2/1996,1/1/9999
229891,Zhenbing,Babb,Senior Staff,7/16/1995,1/1/9999
229891,Zhenbing,Babb,Staff,7/16/1989,7/16/1995
229893,Ebbe,Weedon,Senior Staff,4/29/1994,1/1/9999
229893,Ebbe,Weedon,Staff,4/29/1989,4/29/1994
229899,Genevieve,Lund,Staff,10/26/1999,1/1/9999
229900,Zhaofang,Iivonen,Engineer,9/16/1992,9/17/1999
229900,Zhaofang,Iivonen,Senior Engineer,9/17/1999,1/1/9999
229903,Hausi,Callaway,Assistant Engineer,4/27/1997,1/1/9999
229905,Moss,Trumbly,Engineer,10/16/1987,10/15/1992
229905,Moss,Trumbly,Senior Engineer,10/15/1992,1/1/9999
229911,Ingmar,Jansen,Senior Staff,7/29/1992,1/1/9999
229911,Ingmar,Jansen,Staff,7/29/1985,7/29/1992
229914,Nagui,Back,Senior Staff,11/18/1998,1/1/9999
229914,Nagui,Back,Staff,11/18/1990,11/18/1998
229922,Arvin,Condotta,Engineer,4/30/1989,4/30/1998
229922,Arvin,Condotta,Senior Engineer,4/30/1998,1/1/9999
229923,Shaowei,Haldar,Engineer,5/20/1990,5/19/1996
229923,Shaowei,Haldar,Senior Engineer,5/19/1996,7/6/2001
229926,Tomofumi,Sgarro,Senior Staff,5/16/1990,1/1/9999
229926,Tomofumi,Sgarro,Staff,5/16/1985,5/16/1990
229927,Berto,Valiente,Engineer,10/16/1987,10/16/1995
229927,Berto,Valiente,Senior Engineer,10/16/1995,1/1/9999
229931,Perry,Mikschl,Technique Leader,12/18/1997,1/1/9999
229933,Saniya,Itzfeldt,Senior Engineer,8/12/1995,1/1/9999
229937,Huiqun,Butner,Senior Staff,2/2/1994,1/1/9999
229937,Huiqun,Butner,Staff,2/2/1987,2/2/1994
229939,Leszek,Pusterhofer,Assistant Engineer,5/10/1992,6/26/1994
229941,Abdelaziz,Collette,Senior Engineer,6/19/1990,1/1/9999
229943,Kristian,Kampfer,Assistant Engineer,3/16/1993,3/16/1999
229943,Kristian,Kampfer,Engineer,3/16/1999,6/27/2001
229949,Alois,Matzov,Senior Staff,6/27/1994,1/1/9999
229954,Rajmohan,Lunn,Senior Staff,10/7/1999,1/1/9999
229954,Rajmohan,Lunn,Staff,10/7/1994,10/7/1999
229955,Seongbae,Cools,Staff,3/5/1997,4/8/1999
229958,Gad,Jayawardene,Staff,8/21/1995,1/1/9999
229960,Mack,Bale,Senior Staff,2/21/2000,1/1/9999
229960,Mack,Bale,Staff,2/21/1992,2/21/2000
229969,Zine,Walstra,Senior Staff,6/22/1994,1/1/9999
229969,Zine,Walstra,Staff,6/22/1987,6/22/1994
229970,Tse,Berendt,Engineer,3/17/1993,3/17/2001
229970,Tse,Berendt,Senior Engineer,3/17/2001,1/1/9999
229974,Otmar,Bahr,Staff,12/28/1993,1/1/9999
229979,Weiru,Suwa,Engineer,7/9/1991,7/8/2000
229979,Weiru,Suwa,Senior Engineer,7/8/2000,1/1/9999
229989,Qiwen,Braunschweig,Staff,10/22/1999,1/1/9999
229990,Sachio,Krychniak,Engineer,10/1/1989,10/1/1995
229990,Sachio,Krychniak,Senior Engineer,10/1/1995,5/28/1997
229997,Fai,Zwicker,Senior Staff,9/1/1986,1/1/9999
230001,Shaibal,Angelov,Staff,11/13/1999,1/1/9999
230005,Ghassan,Seiwald,Engineer,10/27/1990,10/26/1996
230005,Ghassan,Seiwald,Senior Engineer,10/26/1996,1/1/9999
230006,Yifei,Whittlesey,Staff,12/12/1986,2/11/1990
230008,Sajjan,Angelopoulos,Senior Staff,2/11/1994,1/1/9999
230008,Sajjan,Angelopoulos,Staff,2/11/1985,2/11/1994
230012,Falguni,Rusmann,Senior Staff,10/16/1991,10/8/2001
230012,Falguni,Rusmann,Staff,10/16/1985,10/16/1991
230015,Susanna,Hasenauer,Engineer,6/12/1990,6/12/1997
230015,Susanna,Hasenauer,Senior Engineer,6/12/1997,1/1/9999
230017,Shuho,Zumaque,Engineer,1/30/1987,7/29/1995
230022,Xuedong,Skogmar,Staff,3/21/1996,1/1/9999
230025,Stafford,Schauser,Staff,2/16/1999,1/1/9999
230028,Zsolt,Vernadat,Senior Engineer,2/4/1997,1/1/9999
230029,Wanqing,Kalorkoti,Engineer,5/27/1987,5/26/1996
230029,Wanqing,Kalorkoti,Senior Engineer,5/26/1996,1/1/9999
230037,Jamaludin,Markovitch,Engineer,9/15/1991,9/14/1996
230037,Jamaludin,Markovitch,Senior Engineer,9/14/1996,1/1/9999
230040,Sergi,Cannane,Senior Staff,4/14/1998,4/21/2000
230040,Sergi,Cannane,Staff,4/14/1990,4/14/1998
230042,Eckart,Manders,Senior Staff,3/29/2001,1/1/9999
230042,Eckart,Manders,Staff,3/29/1994,3/29/2001
230046,Nobuyoshi,Hoppenstand,Engineer,4/27/1989,4/27/1997
230046,Nobuyoshi,Hoppenstand,Senior Engineer,4/27/1997,1/1/9999
230047,Yucai,Jullig,Senior Staff,11/17/1988,1/1/9999
230053,Zissis,Vural,Senior Staff,6/21/1993,1/1/9999
230054,Xiaoshan,Waschkowski,Staff,8/5/1988,11/4/1989
230055,Gladys,Melichar,Engineer,1/29/1999,1/1/9999
230074,Zito,Templeman,Senior Staff,1/13/1995,1/1/9999
230074,Zito,Templeman,Staff,1/13/1989,1/13/1995
230077,Georg,Setia,Staff,5/26/1985,11/8/1989
230078,Aimee,Acton,Senior Engineer,12/10/1998,1/1/9999
230084,Ishfaq,Qiwen,Engineer,8/9/1994,1/1/9999
230091,Waiman,Birjandi,Engineer,10/30/1992,10/30/1997
230091,Waiman,Birjandi,Senior Engineer,10/30/1997,1/1/9999
230097,Weicheng,Kaminger,Senior Staff,3/12/1996,1/12/2001
230097,Weicheng,Kaminger,Staff,3/12/1988,3/12/1996
230102,Toong,Lamba,Staff,7/6/1987,10/25/1992
230115,Marie,Hockney,Engineer,5/10/1994,5/10/2002
230115,Marie,Hockney,Senior Engineer,5/10/2002,1/1/9999
230116,Kristine,Wilfing,Engineer,4/13/1988,4/13/1996
230116,Kristine,Wilfing,Senior Engineer,4/13/1996,1/1/9999
230118,Toshimori,Standera,Engineer,10/1/1999,5/10/2002
230121,Zhonghui,Kornatzky,Engineer,7/31/1996,1/1/9999
230129,Guoxiang,Manders,Staff,1/30/1998,1/1/9999
230130,Kien,Quaggetto,Engineer,5/22/1987,5/21/1992
230130,Kien,Quaggetto,Senior Engineer,5/21/1992,1/1/9999
230136,Lorien,Iisaka,Senior Staff,5/8/1997,7/3/2000
230136,Lorien,Iisaka,Staff,5/8/1988,5/8/1997
230139,Tze,Boguraev,Staff,12/31/1999,1/1/9999
230140,Berto,Cherinka,Senior Engineer,11/23/1994,1/1/9999
230145,Marsja,Fairtlough,Engineer,1/13/1996,1/12/2001
230145,Marsja,Fairtlough,Senior Engineer,1/12/2001,1/1/9999
230156,Bernt,Beeson,Senior Staff,12/17/1994,4/5/1995
230156,Bernt,Beeson,Staff,12/17/1988,12/17/1994
230160,Bojan,Pagter,Senior Staff,3/19/1999,1/1/9999
230160,Bojan,Pagter,Staff,3/18/1992,3/19/1999
230162,Itzchak,Ramsay,Senior Engineer,8/1/1985,11/19/1993
230167,Bernice,Collette,Senior Staff,10/18/1995,1/1/9999
230170,Yakichi,Thummel,Senior Staff,4/3/1997,1/1/9999
230170,Yakichi,Thummel,Staff,4/4/1991,4/3/1997
230171,Barton,Gerteisen,Engineer,3/3/1997,3/13/1999
230176,Jeane,Rabehasaina,Engineer,12/22/1996,1/1/9999
230180,Adhemar,Kamble,Engineer,9/3/1985,9/3/1990
230180,Adhemar,Kamble,Senior Engineer,9/3/1990,1/1/9999
230182,Urs,Ruemmler,Engineer,1/29/1988,1/28/1994
230182,Urs,Ruemmler,Senior Engineer,1/28/1994,1/1/9999
230184,Angel,Spell,Engineer,7/10/1999,1/1/9999
230185,Jackson,Chachaty,Senior Staff,12/9/1999,1/1/9999
230185,Jackson,Chachaty,Staff,12/9/1990,12/9/1999
230187,Uma,Figueira,Senior Staff,9/25/1988,11/19/1994
230188,Snehasis,Krychniak,Senior Staff,4/27/2002,1/1/9999
